Id,total_wages
23128,30706.453960056926
23129,27517.047574371412
23130,-1037.880590238914
23131,2228.623179606395
23132,2733.5431679522444
23133,2258.9864730715053
23134,82849.95284544516
23135,2258.9864730715053
23136,2228.623179606395
23137,13353.551915882876
23138,77076.58661356429
23139,-933.813295618631
23140,17202.22331038247
23141,493.502464110461
23142,-661.1620751551236
23143,53439.78253011097
23144,2258.9864730715053
23145,34635.587378515775
23146,3908.294221092743
23147,34733.37990996064
23148,22568.450306640705
23149,42385.41795618909
23150,2258.9864730715053
23151,49455.68436886238
23152,62469.70435471632
23153,33790.52666917263
23154,94620.11339649837
23155,1087.339842930116
23156,-6120.097071636905
23157,28951.902838683913
23158,765.4598086144688
23159,39496.05548548876
23160,2410.930129679189
23161,60940.66040897579
23162,60266.0833827677
23163,23345.687403158154
23164,50393.993309596364
23165,20678.6370987805
23166,6386.037365172815
23167,111854.45116067873
23168,3613.645702804817
23169,9000.394396242533
23170,48604.34455882813
23171,387.62258598027256
23172,26637.69747647934
23173,21033.94535580046
23174,3964.1995793472597
23175,1172.7519401551835
23176,26601.78085085065
23177,2258.9864730715053
23178,76154.08118869187
23179,54810.33408190275
23180,-12518.485699438264
23181,93791.64782022688
23182,42696.580714287426
23183,380.4088856220551
23184,40510.61745340517
23185,38425.97652812768
23186,-556.2959025216041
23187,8116.916192363977
23188,2453.0927469544986
23189,47024.33779954893
23190,-1593.8437047419065
23191,80760.08123593999
23192,13353.551915882876
23193,3580.48913601158
23194,58606.43007320583
23195,22312.206408500657
23196,4963.9584283276345
23197,48391.70394335309
23198,70130.4078254248
23199,-562.5461904867843
23200,41500.2540447826
23201,4167.671741563376
23202,-8046.06472165999
23203,35703.174202718365
23204,36410.037103666255
23205,-1597.593877521016
23206,1770.8113126751705
23207,54475.008688250935
23208,1905.3217467147551
23209,91972.46722803608
23210,-176.27839423849946
23211,-3248.1834093254947
23212,4683.823319735959
23213,39979.79447714354
23214,37258.075307589344
23215,5449.1346885360035
23216,26207.49460060466
23217,13353.551915882876
23218,4598.304081788527
23219,-1400.3347893398532
23220,5718.778454838466
23221,2965.317526846149
23222,54463.15201161224
23223,9706.595569489393
23224,66206.4600908116
23225,61714.44049519187
23226,2909.7699836661195
23227,855.1441257759216
23228,74105.52398390797
23229,34308.226807221174
23230,13353.551915882876
23231,2258.9864730715053
23232,4412.99554419679
23233,10248.414395402404
23234,61736.40588958954
23235,-1451.3371391357432
23236,155763.09038018365
23237,103121.23874045056
23238,93791.64782022688
23239,5837.473673189692
23240,26601.78085085065
23241,71541.32232454966
23242,73731.45330129069
23243,4838.949791285602
23244,4809.728991662516
23245,26207.49460060466
23246,2228.623179606395
23247,2258.9864730715053
23248,87473.76592092303
23249,69852.55973329445
23250,-1411.3977990382264
23251,-1708.8746423837147
23252,-1708.8746423837147
23253,3153.7000255477396
23254,114226.43931872945
23255,56616.21293907915
23256,77101.47756068548
23257,47896.78783698726
23258,-1674.7546065425704
23259,13353.551915882876
23260,58001.81049866216
23261,80760.08123593999
23262,35612.411771576866
23263,14777.439474747967
23264,68121.74441433416
23265,81983.01104936594
23266,-1676.347505882317
23267,1749.8860278828943
23268,32020.941943161597
23269,1056.6729259829008
23270,-320.8255762619883
23271,64843.35626192171
23272,13542.948270531757
23273,-1226.9247656177176
23274,87354.65065070783
23275,-698.6774623684614
23276,-1708.8746423837147
23277,38834.12062521528
23278,21071.83079300949
23279,1307.5399686958408
23280,201.48901037713222
23281,1216.0811884442155
23282,81077.65129192144
23283,26637.69747647934
23284,40482.7100499121
23285,-3935.9730853866495
23286,23104.242919378426
23287,3519.704924013102
23288,22312.206408500657
23289,60677.900641609915
23290,15407.758965010325
23291,-906.3120285718251
23292,41759.0575009092
23293,36913.902847172096
23294,13.082727206594427
23295,2689.4786377977
23296,-20816.67828952503
23297,3129.9989335837745
23298,64841.311632000055
23299,81418.69486273633
23300,110543.49969367436
23301,15565.381584600531
23302,2650.9077150952
23303,50494.157425893005
23304,1856.3152520388685
23305,41629.11654922426
23306,103844.88907337369
23307,-440.1147911057851
23308,-1428.8361024610858
23309,37688.73347079141
23310,102118.71260030122
23311,26207.49460060466
23312,47761.3348355498
23313,-1134.5725450602913
23314,2258.9864730715053
23315,-684.3889736277197
23316,48269.03123581223
23317,7241.82172277206
23318,256.50260731747403
23319,51645.17661735597
23320,8611.033486976361
23321,41220.08716652871
23322,20375.6522906607
23323,58463.81469298192
23324,50417.06242035817
23325,54475.008688250935
23326,-1630.4078893382248
23327,-778.3061310448829
23328,18349.5774705805
23329,86330.07955664763
23330,-1456.9419909950084
23331,1056.6729259829008
23332,2258.9864730715053
23333,31883.808028496
23334,49642.7822565658
23335,-1514.5275504637393
23336,23142.627110439942
23337,2258.9864730715053
23338,5963.391974536258
23339,79002.67820458702
23340,5066.852058811768
23341,20564.14330995959
23342,-1708.8746423837147
23343,5098.813110198287
23344,48292.74934434341
23345,125926.62237807552
23346,3375.200253700721
23347,28757.5693287702
23348,496.37759657444985
23349,142743.2607698895
23350,34103.45528392792
23351,29918.469950125924
23352,-8618.847871317543
23353,7910.1883789067215
23354,49119.74030380364
23355,2228.623179606395
23356,-1298.2050839887743
23357,46389.72189113684
23358,68774.19679263601
23359,32141.016435215308
23360,5066.852058811768
23361,103679.21062944282
23362,694.0604743543081
23363,67292.96175797479
23364,3552.8031227570755
23365,3843.2007749380427
23366,41473.24727888315
23367,62581.64297931877
23368,61758.698711448844
23369,7512.065043684197
23370,697.0118402568041
23371,2258.9864730715053
23372,2258.9864730715053
23373,34011.53064091274
23374,59575.147617842595
23375,55732.22507509892
23376,5259.397683644202
23377,3373.385146947978
23378,70782.02451939601
23379,3084.8387486926295
23380,26207.49460060466
23381,-6120.097071636905
23382,2228.623179606395
23383,79069.09554481646
23384,43283.1024543182
23385,2228.623179606395
23386,3341.3836725662404
23387,87384.15957703031
23388,-1453.212225525298
23389,73961.2801939672
23390,2697.2914977541805
23391,-6181.054816241434
23392,2223.894687271255
23393,6593.667412293529
23394,-26.883245918652392
23395,90382.00964352692
23396,41696.50128007843
23397,-239.56480266176368
23398,37145.15199231368
23399,-1461.4411972838934
23400,12996.16556345352
23401,34742.33081124454
23402,34330.52686045552
23403,7651.582253356137
23404,26982.765610230927
23405,2228.623179606395
23406,146435.17131103584
23407,23256.62832682178
23408,2575.3950383234696
23409,84592.13877425504
23410,13378.975979415962
23411,2924.607379203
23412,-1708.8746423837147
23413,-1314.093190651416
23414,73000.86211666628
23415,72298.53984408549
23416,133376.74486350908
23417,102750.60763648807
23418,44562.05763710354
23419,51612.686816626665
23420,84317.43959409939
23421,76047.03839633678
23422,63282.62857531849
23423,31570.84739246982
23424,4680.570371986258
23425,7110.307315571328
23426,-1034.6880082634234
23427,4734.567755712342
23428,58581.44267770043
23429,16205.25224966756
23430,71581.16843389993
23431,30256.444631724982
23432,13353.551915882876
23433,12996.16556345352
23434,1087.339842930116
23435,71925.47801530728
23436,38965.928223106166
23437,-525.9203627211027
23438,80966.62941827241
23439,5396.271836113869
23440,2247.678541941379
23441,23152.219486831265
23442,66818.12633049686
23443,46634.30899847552
23444,96952.79069303127
23445,1115.0310993682142
23446,2507.5446455275232
23447,71136.78824103798
23448,-110.15034756687237
23449,5098.813110198287
23450,52905.245847040016
23451,7149.8362771706525
23452,-381.03782797788153
23453,84132.12929026413
23454,13353.551915882876
23455,5098.813110198287
23456,-583.1721407718869
23457,84576.09991948199
23458,3618.5089807693876
23459,107454.09323626244
23460,55989.08715018732
23461,620.8560710059537
23462,-5227.410476007841
23463,27700.83939741453
23464,21195.21425564862
23465,-1551.2167408193636
23466,1076.9293439324683
23467,14671.99464527928
23468,14342.387063893388
23469,-1544.8457293400133
23470,1846.3564390170795
23471,55195.73366166389
23472,722.2630036361443
23473,36744.8814096026
23474,-575.0092646893536
23475,3155.6968556399443
23476,3573.8943848710333
23477,125321.4376026286
23478,49470.66966655536
23479,44374.09644323228
23480,29975.66217201375
23481,4314.112794733541
23482,69584.1714396558
23483,102780.6598777581
23484,80542.97335636188
23485,31522.005617836156
23486,5098.813110198287
23487,26601.78085085065
23488,114176.43698112032
23489,74016.26103874337
23490,26601.78085085065
23491,-1639.3708656702802
23492,64297.78473912983
23493,43785.430047955844
23494,3104.577821279243
23495,-1186.2062414987013
23496,145.61143596839975
23497,31968.940488297114
23498,65288.91340590536
23499,45354.80616197457
23500,55568.85385400819
23501,32377.31434002082
23502,26207.49460060466
23503,19899.003192257893
23504,18903.448321016578
23505,3690.178732715678
23506,-1714.1916265092586
23507,1056.6729259829008
23508,-1265.2035635326101
23509,1430.6558592188449
23510,2190.3306408982244
23511,84150.39242982642
23512,2258.9864730715053
23513,80399.19321161372
23514,-1628.2202885504084
23515,31599.85790348472
23516,8553.0952880685
23517,675.1048988870098
23518,19049.319740932537
23519,80589.62155178018
23520,24457.558974206644
23521,-1458.6610462153621
23522,35794.61279162002
23523,2538.8466978368015
23524,22312.206408500657
23525,88710.68195330282
23526,8784.920364926016
23527,49420.00393636993
23528,2258.9864730715053
23529,62178.95348718745
23530,-1461.1884562776613
23531,2401.5612131197267
23532,1741.0400926648217
23533,62184.70605954432
23534,2935.241347104704
23535,22312.206408500657
23536,38201.64583182137
23537,906.89289090698
23538,1905.6925269638086
23539,2228.623179606395
23540,13353.551915882876
23541,26207.49460060466
23542,42639.27280086593
23543,2275.6371006570043
23544,-1679.8094266671833
23545,64411.159702251345
23546,19032.28597861156
23547,9732.18389645806
23548,26207.49460060466
23549,40875.24463041099
23550,84317.43959409939
23551,62585.5735189339
23552,53215.79232484166
23553,37586.02613766899
23554,44474.08099965795
23555,62877.032659041986
23556,69021.57858986495
23557,92785.49858918035
23558,2228.623179606395
23559,-20890.179723239882
23560,-368.33634533628356
23561,-7009.5997123760135
23562,3116.373305819674
23563,4754.97659196546
23564,2040.2206358363837
23565,722.7632419587317
23566,-607.92328111401
23567,77940.08960831707
23568,64843.35626192171
23569,108485.26602090613
23570,292.8341269631346
23571,3552.8031227570755
23572,188.5784618929829
23573,44292.3818520522
23574,69844.26014104218
23575,2668.852687512597
23576,68023.35696003214
23577,22568.450306640705
23578,66214.94932544595
23579,3230.303554849015
23580,2258.9864730715053
23581,12996.16556345352
23582,13353.551915882876
23583,2767.168577961311
23584,28539.66383164555
23585,61526.36661208542
23586,6800.330108519789
23587,1056.6729259829008
23588,2258.9864730715053
23589,1056.6729259829008
23590,49609.201915328784
23591,-1708.8746423837147
23592,4483.401058118281
23593,76451.69377122066
23594,-560.3217475429847
23595,2228.623179606395
23596,26048.388090378612
23597,-1708.8746423837147
23598,-3086.1207458050485
23599,2574.654665431306
23600,65314.91690257439
23601,110334.2349572145
23602,8248.337505985044
23603,61013.9713728451
23604,53781.068638893266
23605,12996.16556345352
23606,11155.089641757586
23607,-1284.2697519161957
23608,89374.15068293543
23609,38634.69196986509
23610,1141.2823088219884
23611,51469.5608089092
23612,660.9476786977029
23613,27299.08870862799
23614,40021.11630888982
23615,12996.16556345352
23616,49044.5421689838
23617,5098.813110198287
23618,154058.06489776503
23619,22568.450306640705
23620,568.3218237545516
23621,12996.16556345352
23622,131395.65270903354
23623,2805.2616412284624
23624,38394.3049696481
23625,3798.279722821091
23626,51427.891499059595
23627,3430.234607807448
23628,71541.32232454966
23629,114812.16849925378
23630,50371.55447281852
23631,35199.403208845004
23632,84849.46265908354
23633,2228.623179606395
23634,148.5865730398291
23635,-708.02025771029
23636,2258.9864730715053
23637,87833.80455440137
23638,12996.16556345352
23639,109157.32289437132
23640,2258.9864730715053
23641,101141.21853243117
23642,2258.9864730715053
23643,40594.671162175495
23644,1189.4328465664003
23645,6303.639301143849
23646,3521.6840128332333
23647,13484.665677952107
23648,56816.66082643805
23649,-1621.70020311611
23650,44239.875881857355
23651,3200.935329904678
23652,-1452.6246984565732
23653,-5187.022845922933
23654,105973.71051269706
23655,37052.141218795965
23656,26809.210347970205
23657,-238.13124394194892
23658,37087.46398532789
23659,-5936.399498838051
23660,28277.75223436465
23661,146336.03588102382
23662,-75.53588961806236
23663,5554.360629518786
23664,78947.01409448398
23665,48595.402553528795
23666,91878.42541720887
23667,-1815.3399452313897
23668,62457.33343481796
23669,49045.09399121739
23670,51756.81505275697
23671,2228.623179606395
23672,59327.702342840494
23673,100068.91455006358
23674,1056.6729259829008
23675,64594.77763841985
23676,-1061.319170108356
23677,-1043.81836380584
23678,389.43516949017067
23679,1451.921620691559
23680,35357.9852255891
23681,37755.314626830834
23682,2258.9864730715053
23683,8096.152735743643
23684,685.2777243877936
23685,5604.6568944172905
23686,109111.70774831859
23687,33153.19178952156
23688,22560.104036246717
23689,3700.414743468027
23690,78880.85986694435
23691,140290.37425009694
23692,84922.65535569962
23693,45763.34827072943
23694,-3427.939946717066
23695,30701.484445253867
23696,35970.852276775855
23697,-1708.8746423837147
23698,-1514.264067586104
23699,29717.63218076169
23700,13353.551915882876
23701,74361.38257249146
23702,1714.881398519945
23703,68509.4255245071
23704,116833.83869320477
23705,-20589.65731053974
23706,142262.3885552304
23707,77684.0961378928
23708,6014.637767019085
23709,2258.9864730715053
23710,1087.339842930116
23711,485.75133701899176
23712,-1059.9621088864878
23713,2258.9864730715053
23714,7420.696615922294
23715,-1569.5511626990628
23716,29998.0911241929
23717,27445.59685386045
23718,41400.97175111825
23719,-1676.347505882317
23720,72565.28226402137
23721,2385.126689914825
23722,2228.623179606395
23723,48576.564960707954
23724,78988.7733866093
23725,140380.48645079392
23726,-6120.097071636905
23727,93953.91949764872
23728,-933.7436928693933
23729,52012.75076818545
23730,21312.65774143501
23731,76978.73203627364
23732,3329.1956110341416
23733,4180.547334771654
23734,24808.885024861607
23735,2258.9864730715053
23736,471.2514389544158
23737,33946.03679590723
23738,21300.1745370992
23739,5507.35846402061
23740,504.96517235494684
23741,111880.18158934958
23742,2228.623179606395
23743,63201.231066166976
23744,123121.47796025829
23745,-1394.1470042543224
23746,-160.98762382464338
23747,78490.84923923321
23748,4215.3614387377165
23749,38383.71996573037
23750,40656.954851721704
23751,-961.3145626654295
23752,5803.845592670885
23753,2247.678541941379
23754,93862.51059711911
23755,60810.223951283944
23756,602.8209711050367
23757,92616.50011653852
23758,82385.96894274096
23759,878.5614089026931
23760,-24334.174873985707
23761,-1676.347505882317
23762,92869.46424965584
23763,64002.90387769777
23764,96692.5053473592
23765,5066.852058811768
23766,11766.620311455044
23767,4345.054914015258
23768,13353.551915882876
23769,3757.805527122284
23770,35081.12855582249
23771,74428.79881501128
23772,120005.26165021036
23773,26207.49460060466
23774,5986.197468975806
23775,27256.216943291904
23776,9084.75157929762
23777,-6375.338552808069
23778,17333.41848644275
23779,2258.9864730715053
23780,75443.69998462553
23781,118768.26764434294
23782,26637.69747647934
23783,31503.994532079538
23784,91285.43622330361
23785,-448.2410454869241
23786,3962.6622963053887
23787,1720.0096065189719
23788,-1153.8234319930561
23789,6728.789738176587
23790,13391.09206398989
23791,94411.84046197959
23792,45869.7788754614
23793,-4380.456711520572
23794,13353.551915882876
23795,83886.05427586546
23796,-1607.5943382653059
23797,71654.61701261144
23798,3131.1721659526884
23799,102834.64485329253
23800,49169.18310850834
23801,-1676.347505882317
23802,73911.99148882256
23803,73323.45584616819
23804,-727.553792767605
23805,3072.8588010060703
23806,54463.15201161224
23807,79002.62726398945
23808,72315.34035221377
23809,-1474.2930774507186
23810,27258.351031637198
23811,40728.6932583678
23812,64943.71950153037
23813,2258.9864730715053
23814,-5374.725808983909
23815,35081.36689706924
23816,50999.9310588494
23817,8320.350565054745
23818,89984.56587955469
23819,81214.83092563963
23820,4529.913630157731
23821,6945.758201781056
23822,49675.47764594824
23823,7443.108617299309
23824,37111.01249634918
23825,31177.88148422238
23826,86496.42626701816
23827,54265.433959062444
23828,23608.308557149176
23829,103684.63142460864
23830,25286.83796907618
23831,59461.02462864196
23832,1234.7241139014586
23833,2545.13560398767
23834,14976.94635086172
23835,24097.35666197563
23836,61910.36396337788
23837,885.8118706203531
23838,29588.37174348122
23839,33959.32704779762
23840,128844.91681701294
23841,102750.60763648807
23842,61189.5082796459
23843,-1744.0454101367213
23844,81132.71183965763
23845,90892.96327730003
23846,2228.623179606395
23847,35631.85747373452
23848,78331.00686691751
23849,-363.0287842054313
23850,49871.78356795099
23851,-23607.545177412194
23852,83529.02478433255
23853,16074.025501362805
23854,26207.49460060466
23855,76235.8067404585
23856,2228.623179606395
23857,-1471.9630894208458
23858,26912.226771907823
23859,61888.78392632911
23860,3436.1133962481254
23861,93791.64782022688
23862,19257.049161373077
23863,79917.80960888592
23864,880.6453006738666
23865,71162.25465986675
23866,26391.485616351405
23867,25636.181897179966
23868,-1035.0679606545818
23869,26315.043671810447
23870,55448.42641235536
23871,5098.813110198287
23872,54475.008688250935
23873,167071.2093575043
23874,2258.9864730715053
23875,4373.493724256841
23876,2970.1790703140505
23877,27481.235320191307
23878,-1676.347505882317
23879,63208.575121198475
23880,13353.551915882876
23881,42429.695234643485
23882,-958.2338538786425
23883,31545.41638352358
23884,25200.252466479615
23885,54668.36393904949
23886,82692.83801139062
23887,62207.74797175321
23888,79018.50486479377
23889,-1676.347505882317
23890,28419.963621160125
23891,2258.9864730715053
23892,715.3251839947916
23893,2234.557981042024
23894,81953.43061621582
23895,81872.51345291815
23896,54463.15201161224
23897,77106.56678858557
23898,93862.51059711911
23899,26207.49460060466
23900,5949.752215877343
23901,6661.300905560849
23902,26601.78085085065
23903,-1226.3267723891695
23904,68507.81195998364
23905,142838.21692539935
23906,5444.480567090868
23907,4094.0588606722813
23908,2247.678541941379
23909,114403.9704294373
23910,23400.842715312683
23911,22568.450306640705
23912,39498.977604628366
23913,41621.50650342391
23914,1525.1749956434942
23915,2258.9864730715053
23916,4964.620958851941
23917,-207.5779903272196
23918,2030.6639500776873
23919,1509.2992642119352
23920,5262.472181544756
23921,-8722.92177534731
23922,-257.70799766571145
23923,6420.514548924897
23924,2258.9864730715053
23925,-1345.7072725241596
23926,13896.30730438634
23927,5066.852058811768
23928,107272.3433418399
23929,5106.602516883868
23930,27930.152161905484
23931,-1291.851982103115
23932,46693.4378254507
23933,68560.18855095637
23934,183.0181597559058
23935,114255.12419541663
23936,51277.38593926685
23937,40126.64754187403
23938,-1193.1566191700404
23939,51057.0872951223
23940,26207.49460060466
23941,13137.456629581262
23942,61105.9304780838
23943,198.73888367245672
23944,5482.285726538161
23945,53509.17177430881
23946,60520.12426413954
23947,-3978.6723115244604
23948,-1363.8331076231916
23949,20420.581133951942
23950,824.8927320244402
23951,-6375.338552808069
23952,2228.623179606395
23953,2228.623179606395
23954,74839.16412429436
23955,37659.27213140785
23956,10593.293835893754
23957,62457.44884451819
23958,48518.89623143841
23959,21104.36625366511
23960,3031.2829294723488
23961,82508.69543557515
23962,37839.03216295058
23963,815.0172770394565
23964,-1708.8746423837147
23965,42600.214562571375
23966,27445.625814570565
23967,34267.413679740246
23968,56794.55553568469
23969,2258.9864730715053
23970,8114.091062203719
23971,10060.041289055654
23972,7295.690856618647
23973,65157.88375670038
23974,-641.924847644601
23975,80745.1419003525
23976,24765.71680919807
23977,3927.8204006680317
23978,101666.87413845203
23979,67932.43391634195
23980,2258.9864730715053
23981,27661.447971974565
23982,14549.69265632565
23983,-359.2376691119789
23984,1560.3302732098964
23985,92487.88886903279
23986,2228.623179606395
23987,-130.46898236426932
23988,4177.716133734633
23989,7536.201809779224
23990,1087.339842930116
23991,16108.457592776671
23992,60076.51686877283
23993,15369.042940001804
23994,48003.510844392425
23995,45506.26149334124
23996,104457.71521383952
23997,2228.623179606395
23998,2258.9864730715053
23999,-658.4198352375242
24000,-268.4701417249453
24001,36304.93651657559
24002,-403.16384737462795
24003,149141.19200737696
24004,-1133.1974817079536
24005,14079.587860981912
24006,57695.834282473865
24007,1648.1577728750563
24008,34011.53064091274
24009,5066.852058811768
24010,61354.51465800058
24011,2525.438888423967
24012,5098.813110198287
24013,-1676.347505882317
24014,27818.72579041368
24015,33829.644343167616
24016,2258.9864730715053
24017,82568.06105673098
24018,358.2462325439119
24019,-1534.4833480845555
24020,6794.355258931348
24021,82823.90333919108
24022,3517.8093664663756
24023,2258.9864730715053
24024,3420.5040790675703
24025,80325.26918624758
24026,536.8169597091764
24027,8870.70308589338
24028,3616.7006419637546
24029,1752.4134379452007
24030,55943.794040662586
24031,138.73611920670373
24032,-6120.097071636905
24033,34831.51669348721
24034,47418.95203407301
24035,66446.137604898
24036,49548.73911165286
24037,-1092.9456272121752
24038,2247.678541941379
24039,22568.450306640705
24040,-318.7991081150685
24041,26601.78085085065
24042,51567.38344030251
24043,13868.599357775078
24044,2228.623179606395
24045,84703.39307092599
24046,65410.20506654124
24047,4.979956751791178
24048,-6375.338552808069
24049,2228.623179606395
24050,2450.092608731211
24051,36882.19791054254
24052,-493.79302286977327
24053,53305.75039771848
24054,31835.700138756234
24055,46708.12737991277
24056,809.0588732317556
24057,358.2434993756251
24058,-6375.338552808069
24059,12996.16556345352
24060,21382.94698739129
24061,17853.54481228291
24062,68763.05748106583
24063,51436.203387521964
24064,42284.88015726983
24065,19931.035873515393
24066,68507.58976475077
24067,113992.60279001907
24068,1688.2335337101613
24069,54475.008688250935
24070,72718.42270082375
24071,15355.166628989697
24072,305.74422703372693
24073,10748.979497846194
24074,26601.78085085065
24075,26500.578098645346
24076,43754.970677641366
24077,3410.724367251976
24078,49651.78783269234
24079,-401.28876098507317
24080,-727.553792767605
24081,27569.855877369293
24082,91285.43622330361
24083,20812.011840429434
24084,-1681.0731316983365
24085,57056.15594629021
24086,2540.207154366173
24087,2228.623179606395
24088,3198.8771069600843
24089,5098.813110198287
24090,3034.8844888111344
24091,26207.49460060466
24092,5747.11951036501
24093,6890.268817932752
24094,53334.160051899205
24095,6122.402443498693
24096,5891.75117387934
24097,2762.619239849155
24098,2175.1227708659862
24099,57868.56170766789
24100,446.9115784699752
24101,55089.402529250656
24102,14269.086070910096
24103,2258.9864730715053
24104,-1125.0429179908824
24105,2258.9864730715053
24106,84576.09991948199
24107,-1676.347505882317
24108,-263.19608674432675
24109,2040.1987239745358
24110,-1607.5943382653059
24111,74678.8098522895
24112,81699.12901263902
24113,-167.28087487978337
24114,5066.852058811768
24115,32106.844168590687
24116,-944.3330985359571
24117,2228.623179606395
24118,1248.2077675653418
24119,13601.470085487985
24120,570.2173813012851
24121,56899.73838012974
24122,85358.98573862159
24123,-1325.7063510355729
24124,59872.60311774592
24125,96224.290468572
24126,27963.2179429729
24127,83390.29373254193
24128,40074.51649168847
24129,51865.91373472092
24130,5098.813110198287
24131,100568.56449815209
24132,82965.86152513226
24133,83059.42689363981
24134,66818.12633049686
24135,1886.3661712474568
24136,61202.13075902662
24137,54359.2939134653
24138,37055.73393745434
24139,84257.33511155937
24140,2228.623179606395
24141,82089.22326177487
24142,91476.63209176308
24143,-1708.8746423837147
24144,2258.9864730715053
24145,18404.77026511678
24146,2423.0788641456893
24147,-274.8494866617257
24148,54593.51801065134
24149,74773.43809320973
24150,54656.623682550155
24151,28775.477439679053
24152,36476.59980009854
24153,23177.27284996635
24154,49746.87508550039
24155,73615.79041531813
24156,234.37513222197595
24157,7125.015925841231
24158,72315.34035221377
24159,-542.2952574795927
24160,28591.712174984263
24161,80103.5696198072
24162,87740.91267762068
24163,2258.9864730715053
24164,-1018.0071018521994
24165,150141.9700557875
24166,27351.653757154287
24167,-499.50892756999383
24168,-1456.0369982223492
24169,19214.014990806987
24170,78926.69206281727
24171,36450.33257237477
24172,-22576.7850068192
24173,101216.63212360578
24174,32168.807727161955
24175,12996.16556345352
24176,55058.188216686714
24177,63875.25470649736
24178,5136.314837989383
24179,2275.6371006570043
24180,13537.45148694791
24181,2228.623179606395
24182,24068.7083446091
24183,89690.35109568248
24184,2258.9864730715053
24185,80157.5127204585
24186,70.42204148015298
24187,62047.984974358464
24188,1055.6533636989843
24189,77592.53815405772
24190,74093.51406230504
24191,-1610.7194822478923
24192,27879.435510640484
24193,613.6130120710877
24194,10331.29479254174
24195,8221.888159683003
24196,65510.76117576461
24197,50371.55447281852
24198,-1341.3945738281836
24199,59325.367864402215
24200,53329.35063483639
24201,81656.80373642244
24202,5269.347498306459
24203,117623.68355660388
24204,3382.5324696862735
24205,5430.229910530252
24206,337.3165440597295
24207,81823.10596828858
24208,11484.981752575302
24209,4315.5535548195985
24210,60013.137039420515
24211,-6309.229030651055
24212,27138.692285113844
24213,13246.600907370303
24214,5098.813110198287
24215,25978.57380947715
24216,-992.9857422353598
24217,805.8351843598139
24218,14487.982943408737
24219,5098.813110198287
24220,79412.83580876334
24221,1087.339842930116
24222,80760.08123593999
24223,93791.64782022688
24224,124078.74234861956
24225,2258.9864730715053
24226,69230.67913504728
24227,2258.9864730715053
24228,1177.78399053865
24229,26313.462900200466
24230,26597.251283347374
24231,2228.623179606395
24232,68701.6138602159
24233,73731.45330129069
24234,123614.65825777175
24235,83709.27707427274
24236,18251.116203765007
