,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,DOB,pension,employer_url,location
38,5,22879.56,38749.56,0.0,,2382.52,,0.0,04-07-1976,,ayurveduniversity.edu.in,Jamnagar
39,8,22879.56,38749.56,0.0,0.0,781.25,0.0,0.0,16-01-1978,,gtu.ac.in,Ahmedabad
40,14,41640.0,77832.0,0.0,0.0,1040.0,0.0,9237.72,20-11-1981,2.00% @ 62,www.mkbhavuni.edu.in,
41,20,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,08-08-1972,,saurashtrauniversity.edu,Rajkot
42,7,31200.0,53496.0,0.0,6.68,0.0,,0.0,07-04-1973,2.00% @ 62,gnlu.ac.in,
43,9,56316.0,98904.0,0.0,,650.0,,22015.08,27-01-1979,2.00% @ 55,gujaratuniversity.org.in,
44,19,22879.56,38749.56,0.0,0.0,575.0,0.0,0.0,26-09-1974,,sdau.edu.in,Palanpur
45,3,85188.0,150792.0,0.0,0.0,34427.0,0.0,17631.72,26-05-1951,2.00% @ 55,baou.edu.in,Ahmedabad
46,16,85188.0,150792.0,0.0,0.0,0.0,,9237.72,08-11-1954,2.00% @ 55,www.nau.in,
47,22,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,16-01-1961,,sggu.ac.in,
48,1,38064.0,66864.0,0.0,0.0,13.12,,0.0,20-11-1970,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,Junagadh
49,5,22879.56,38749.56,0.0,0.0,2996.24,0.0,0.0,03-03-1965,,ayurveduniversity.edu.in,
50,12,41868.0,73548.0,0.0,0.0,325.0,0.0,9319.08,16-07-1962,2.00% @ 62,iitram.ac.in,Ahmedabad
51,14,37380.0,65700.0,0.0,12.69,0.0,0.0,0.0,27-07-1968,2.00% @ 62,www.mkbhavuni.edu.in,Bhavnagar
52,8,59076.0,131088.0,0.0,0.0,1753.4,,1018.08,09-03-1980,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad
53,8,22879.56,38749.56,0.0,0.0,1152.8,,0.0,08-03-1960,,gtu.ac.in,Ahmedabad
54,1,22879.56,38749.56,0.0,0.0,2737.6,0.0,0.0,26-02-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,
55,0,22879.56,38749.56,0.0,0.0,16.5,,0.0,14-01-1962,,www.aau.in,
56,9,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,19-03-1951,,gujaratuniversity.org.in,
57,19,49512.0,66192.0,0.0,0.0,411.9,0.0,0.0,05-10-1984,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur
58,20,59076.0,131088.0,0.0,0.0,4149.2,0.0,14.94,18-08-1988,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,
59,14,49512.0,66192.0,0.0,0.0,8778.37,,19981.27,02-11-1986,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,Bhavnagar
60,3,49512.0,66192.0,0.0,0.0,13371.0,0.0,830.79,06-04-1989,2.00% @ 62,baou.edu.in,
61,1,59076.0,131088.0,0.0,0.0,0.0,0.0,9319.08,22-02-1971,2.00% @ 55,www.bknmu.edu.in,
62,2,49512.0,66192.0,0.0,0.0,0.0,0.0,280.0,13-06-1975,2.00% @ 60,ddu.ac.in,
63,7,28080.0,52920.0,0.0,0.0,0.0,0.0,0.0,15-08-1975,,gnlu.ac.in,Gandhinagar
64,9,39456.0,73944.0,870.81,0.0,1573.0,0.0,9237.72,17-08-1965,2.00% @ 62,gujaratuniversity.org.in,Ahmedabad
65,8,22879.56,38749.56,0.0,0.0,1087.5,0.0,0.0,27-03-1984,,gtu.ac.in,Ahmedabad
66,6,33336.0,83460.0,0.0,0.0,-41.43,0.0,19213.16,26-04-1951,2.00% @ 62,gfsu.edu.in,Gandhinagar
67,19,28079.4,41432.76,0.0,,0.0,,0.0,05-11-1957,,sdau.edu.in,
68,12,22879.56,38749.56,0.0,0.0,3494.03,,0.0,27-08-1959,,iitram.ac.in,Ahmedabad
69,15,22879.56,38749.56,0.0,0.0,1293.5,0.0,0.0,13-10-1952,,msubaroda.ac.in,
70,7,85188.0,150792.0,0.0,0.0,0.0,0.0,9319.08,11-06-1978,2.00% @ 55,gnlu.ac.in,Gandhinagar
71,19,59076.0,131088.0,0.0,0.0,5000.0,0.0,23270.64,11-06-1982,2.00% @ 62,sdau.edu.in,
72,10,28079.4,41432.76,0.0,0.0,0.0,,0.0,08-10-1951,,www.guts.education,
73,1,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,20-09-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.bknmu.edu.in,
74,2,85188.0,150792.0,0.0,0.0,0.0,,17109.6,26-02-1977,2.00% @ 55,ddu.ac.in,Nadiad
75,16,32760.0,106584.0,0.0,0.0,6.75,0.0,0.0,24-03-1959,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.nau.in,Navsari
76,8,85188.0,150792.0,0.0,0.0,0.0,,9319.08,22-02-1965,2.00% @ 55,gtu.ac.in,Ahmedabad
77,9,59076.0,131088.0,0.0,0.0,976.6,0.0,2165.16,03-02-1982,2.00% @ 62,gujaratuniversity.org.in,
78,6,39456.0,73944.0,0.0,0.0,650.0,,8595.72,01-02-1980,2.00% @ 62,gfsu.edu.in,
79,8,49512.0,66192.0,0.0,0.0,11078.21,0.0,10114.0,17-06-1974,2.00% @ 62,gtu.ac.in,
80,7,22879.56,38749.56,0.0,0.0,3120.2,0.0,0.0,11-09-1970,,gnlu.ac.in,Gandhinagar
81,6,22879.56,38749.56,0.0,0.0,198.0,,0.0,22-10-1953,,gfsu.edu.in,Gandhinagar
82,8,49512.0,66192.0,0.0,0.0,0.0,,0.0,07-07-1983,Part-Time Seasonal and Temporary (PST) Retirement Plan,gtu.ac.in,Ahmedabad
83,4,22879.56,291194.4,16.5,0.0,0.0,0.0,0.0,11-05-1963,Part-Time Seasonal and Temporary (PST) Retirement Plan,gu.ac.in,Mehsana
84,13,59076.0,131088.0,0.0,0.0,358.67,0.0,17631.72,25-05-1952,2.00% @ 55,kskvku.digitaluniversity.ac,Bhuj
85,6,85188.0,150792.0,0.0,0.0,19322.0,,9237.72,09-06-1950,2.00% @ 55,gfsu.edu.in,Gandhinagar
86,20,49512.0,66192.0,0.0,0.0,0.0,,9329.16,09-01-1978,2.00% @ 55,saurashtrauniversity.edu,Rajkot
87,9,49512.0,66192.0,0.0,0.0,2620.8,,1499.78,04-11-1954,Part-Time Seasonal and Temporary (PST) Retirement Plan,gujaratuniversity.org.in,Ahmedabad
88,18,59076.0,131088.0,0.0,0.0,28.27,0.0,1450.0,24-09-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,
89,18,132.0,2880.0,0.0,,900.0,0.0,0.0,20-10-1958,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
90,5,22879.56,38749.56,0.0,0.0,5170.38,0.0,0.0,08-07-1979,,ayurveduniversity.edu.in,
91,9,22879.56,38749.56,0.0,0.0,5144.01,0.0,0.0,21-01-1957,,gujaratuniversity.org.in,Ahmedabad
92,21,22879.56,38749.56,0.0,0.0,277.2,,0.0,16-02-1965,,sssu.ac.in,Veraval
93,19,22879.56,38749.56,0.0,0.0,768.0,0.0,0.0,19-04-1966,,sdau.edu.in,Palanpur
94,2,34152.0,59976.0,0.0,0.0,650.0,0.0,8803.54,25-02-1963,2.00% @ 62,ddu.ac.in,Nadiad
95,18,67656.0,143952.0,0.0,0.0,100.0,0.0,17631.72,23-05-1979,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
96,22,22879.56,38749.56,0.0,0.0,1433.65,,0.0,05-08-1984,,sggu.ac.in,Godhra
97,0,22879.56,38749.56,0.0,0.0,852.5,,0.0,14-05-1952,,www.aau.in,
98,19,49512.0,66192.0,0.0,0.0,4794.91,0.0,0.0,11-05-1976,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur
99,6,67656.0,143952.0,0.0,0.0,0.0,,23270.64,26-04-1964,2.00% @ 55,gfsu.edu.in,Gandhinagar
100,3,22879.56,38749.56,0.0,0.0,528.0,0.0,0.0,16-04-1969,,baou.edu.in,Ahmedabad
101,12,22879.56,38749.56,0.0,0.0,4909.35,,0.0,13-07-1979,,iitram.ac.in,Ahmedabad
102,18,85188.0,150792.0,0.0,0.0,4000.0,,23270.64,09-05-1959,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
103,10,22879.56,38749.56,0.0,0.0,1592.3,,0.0,24-11-1951,,www.guts.education,
104,10,22879.56,38749.56,0.0,0.0,7334.25,,0.0,10-08-1970,,www.guts.education,
105,6,22879.56,38749.56,0.0,0.0,4628.3,0.0,0.0,16-06-1978,,gfsu.edu.in,
106,18,85188.0,150792.0,0.0,5650.75,0.0,0.0,16162.41,04-01-1952,2.00% @ 55,spuvvn.edu,Vallabh Vidhyanagar
107,5,22879.56,38749.56,0.0,0.0,516.0,,0.0,08-08-1957,,ayurveduniversity.edu.in,Jamnagar
108,22,22879.56,38749.56,0.0,0.0,1132.75,0.0,0.0,02-05-1956,,sggu.ac.in,
109,1,22879.56,38749.56,0.0,0.0,1466.0,,0.0,08-01-1951,,www.bknmu.edu.in,Junagadh
110,14,22879.56,38749.56,0.0,0.0,2794.0,0.0,0.0,25-11-1982,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.mkbhavuni.edu.in,
111,2,22879.56,38749.56,0.0,0.0,435.5,0.0,0.0,10-08-1972,,ddu.ac.in,Nadiad
112,15,44712.0,157800.0,0.0,,258.0,,23270.64,24-02-1984,2.00% @ 55,msubaroda.ac.in,
113,20,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,24-07-1951,,saurashtrauniversity.edu,Rajkot
114,19,28079.4,41432.76,0.0,0.0,0.0,,0.0,20-07-1964,,sdau.edu.in,Palanpur
115,19,22879.56,38749.56,0.0,0.0,55.0,0.0,0.0,06-07-1965,,sdau.edu.in,Palanpur
116,16,46764.0,82152.0,0.0,0.0,172.81,0.0,899.76,24-05-1968,2.00% @ 62,www.nau.in,
117,14,31200.0,53496.0,0.0,,650.0,0.0,23270.64,16-06-1968,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
118,6,66408.0,85752.0,6481.54,,2735.6,,17751.72,08-06-1984,2.00% @ 62,gfsu.edu.in,Gandhinagar
119,6,28152.0,66204.0,0.0,0.0,0.0,,9134.04,20-03-1971,2.00% @ 62,gfsu.edu.in,Gandhinagar
120,19,49512.0,66192.0,0.0,0.0,0.0,,0.0,19-07-1955,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur
121,2,46764.0,82152.0,0.0,0.0,650.0,,23270.64,11-09-1962,2.00% @ 55,ddu.ac.in,
122,18,28152.0,66204.0,0.0,,0.0,0.0,0.0,25-06-1972,,spuvvn.edu,Vallabh Vidhyanagar
123,3,31200.0,48888.0,1819.29,0.0,1839.89,,1769.64,05-05-1956,2.00% @ 55,baou.edu.in,
124,2,59076.0,131088.0,0.0,0.0,0.0,0.0,23270.64,18-11-1966,2.00% @ 55,ddu.ac.in,
125,15,22879.56,38749.56,0.0,0.0,4877.6,0.0,0.0,05-09-1964,,msubaroda.ac.in,Vadodara
126,14,54648.0,77856.0,0.0,0.0,1023.79,,9237.72,03-07-1970,2.00% @ 60,www.mkbhavuni.edu.in,
127,20,49512.0,66192.0,0.0,0.0,0.0,,0.0,07-03-1971,Part-Time Seasonal and Temporary (PST) Retirement Plan,saurashtrauniversity.edu,Rajkot
128,18,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,15-11-1969,,spuvvn.edu,Vallabh Vidhyanagar
129,8,85188.0,150792.0,0.0,0.0,2500.0,0.0,9797.64,23-10-1975,2.00% @ 55,gtu.ac.in,
130,19,22879.56,38749.56,0.0,0.0,2558.0,0.0,0.0,26-01-1965,,sdau.edu.in,Palanpur
131,2,39456.0,73944.0,0.0,1536.84,650.0,0.0,7338.36,07-10-1970,2.00% @ 62,ddu.ac.in,Nadiad
132,2,59076.0,131088.0,0.0,0.0,2087.0,0.0,23270.64,16-07-1984,2.00% @ 62,ddu.ac.in,Nadiad
133,19,28079.4,41432.76,0.0,0.0,0.0,,0.0,20-11-1952,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur
134,14,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,17-11-1956,,www.mkbhavuni.edu.in,Bhavnagar
135,19,67656.0,143952.0,0.0,0.0,0.0,,23270.64,08-04-1950,2.00% @ 55,sdau.edu.in,Palanpur
136,6,22879.56,38749.56,0.0,0.0,5637.5,,0.0,08-03-1956,,gfsu.edu.in,Gandhinagar
137,8,22879.56,38749.56,0.0,0.0,4794.9,0.0,0.0,10-10-1969,,gtu.ac.in,Ahmedabad
138,19,28079.4,41432.76,0.0,0.0,0.0,,0.0,04-02-1986,,sdau.edu.in,Palanpur
139,2,22879.56,38749.56,0.0,0.0,8272.0,,0.0,23-05-1959,,ddu.ac.in,
140,7,59076.0,131088.0,0.0,0.0,16201.6,0.0,21569.28,10-05-1952,2.00% @ 62,gnlu.ac.in,Gandhinagar
141,6,22879.56,38749.56,0.0,0.0,1332.0,,0.0,25-11-1971,,gfsu.edu.in,Gandhinagar
142,10,22879.56,38749.56,0.0,,0.0,,0.0,24-11-1964,,www.guts.education,Ahmedabad
143,2,85188.0,162768.0,0.0,0.0,19572.6,,9329.16,19-05-1965,2.00% @ 55,ddu.ac.in,Nadiad
144,8,60864.0,213120.0,0.0,0.0,138.0,0.0,9237.72,08-11-1982,2.00% @ 55,gtu.ac.in,Ahmedabad
145,23,22879.56,38749.56,0.0,0.0,6443.0,0.0,0.0,25-05-1951,,vnsgu.ac.in,Surat
146,2,49932.0,93552.0,0.0,3234.44,325.0,0.0,3882.95,09-09-1970,2.00% @ 60,ddu.ac.in,Nadiad
147,17,44712.0,157800.0,0.0,0.0,258.0,0.0,9237.72,09-11-1953,2.00% @ 55,rsu.ac.in,Ahmedabad
148,18,34152.0,59976.0,0.0,0.0,0.0,,1448.32,06-02-1989,Part-Time Seasonal and Temporary (PST) Retirement Plan,spuvvn.edu,Vallabh Vidhyanagar
149,2,22879.56,38749.56,0.0,0.0,6431.75,,0.0,15-11-1965,,ddu.ac.in,Nadiad
150,10,37380.0,65700.0,583.99,,650.0,0.0,9237.72,10-09-1952,2.00% @ 62,www.guts.education,
151,15,31200.0,53496.0,0.0,0.0,1837.05,0.0,8126.22,12-10-1957,2.00% @ 62,msubaroda.ac.in,Vadodara
152,15,52464.0,125736.0,0.0,0.0,650.0,0.0,23270.64,23-04-1976,2.00% @ 55,msubaroda.ac.in,Vadodara
153,5,59076.0,110088.0,0.0,0.0,0.0,,0.0,16-02-1973,Part-Time Seasonal and Temporary (PST) Retirement Plan,ayurveduniversity.edu.in,Jamnagar
154,15,44712.0,157800.0,0.0,15172.5,50.0,0.0,18925.7,15-10-1971,2.00% @ 62,msubaroda.ac.in,
155,4,37380.0,65700.0,0.0,0.0,650.0,0.0,19058.66,22-07-1981,2.00% @ 62,gu.ac.in,
156,15,22879.56,38749.56,0.0,,225.0,,0.0,23-11-1951,,msubaroda.ac.in,Vadodara
157,19,22879.56,38749.56,0.0,0.0,55.0,0.0,0.0,11-11-1976,,sdau.edu.in,Palanpur
158,2,59076.0,131088.0,0.0,0.0,0.0,0.0,17631.72,09-07-1986,2.00% @ 62,ddu.ac.in,
159,20,22879.56,38749.56,0.0,0.0,6023.75,,0.0,23-10-1957,,saurashtrauniversity.edu,
160,9,22879.56,38749.56,0.0,0.0,8530.5,0.0,0.0,21-11-1953,,gujaratuniversity.org.in,Ahmedabad
161,6,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,06-09-1977,,gfsu.edu.in,Gandhinagar
162,10,22879.56,291194.4,0.0,,0.0,0.0,0.0,01-04-1974,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.guts.education,Ahmedabad
163,14,60864.0,213120.0,0.0,0.0,60.0,0.0,9329.16,19-05-1986,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
164,9,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,12-09-1969,,gujaratuniversity.org.in,
165,4,50988.0,64128.0,191.6,0.0,145.13,0.0,19671.36,14-07-1971,2.00% @ 55,gu.ac.in,Mehsana
166,23,22879.56,38749.56,0.0,0.0,2587.6,,0.0,12-10-1967,,vnsgu.ac.in,Surat
167,5,22879.56,38749.56,0.0,0.0,927.0,,0.0,23-01-1975,,ayurveduniversity.edu.in,
168,10,22879.56,38749.56,0.0,0.0,2403.5,,0.0,20-10-1984,,www.guts.education,Ahmedabad
169,20,22879.56,38749.56,0.0,0.0,22.4,0.0,0.0,15-02-1960,,saurashtrauniversity.edu,Rajkot
170,15,22879.56,38749.56,0.0,0.0,6564.8,,0.0,20-03-1968,,msubaroda.ac.in,Vadodara
171,6,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,24-02-1961,,gfsu.edu.in,Gandhinagar
172,11,22879.56,38749.56,0.0,0.0,687.5,0.0,0.0,07-11-1973,,ngu.ac.in,
173,10,44712.0,157800.0,0.0,0.0,6440.04,0.0,9329.16,26-04-1956,2.00% @ 55,www.guts.education,
174,7,49512.0,66192.0,0.0,0.0,4071.78,0.0,17631.72,03-05-1968,2.00% @ 55,gnlu.ac.in,
175,20,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,25-08-1988,,saurashtrauniversity.edu,Rajkot
176,22,54648.0,77856.0,0.0,12025.85,1083.47,0.0,9122.19,24-01-1965,2.00% @ 55,sggu.ac.in,Godhra
177,6,49512.0,66192.0,0.0,0.0,3770.37,,16100.52,13-08-1962,2.00% @ 62,gfsu.edu.in,
178,18,39456.0,73944.0,0.0,,650.0,0.0,9237.72,23-05-1962,2.00% @ 55,spuvvn.edu,
179,16,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,12-07-1982,,www.nau.in,Navsari
180,5,85188.0,162768.0,0.0,0.0,7253.2,0.0,23270.64,04-01-1951,2.00% @ 55,ayurveduniversity.edu.in,Jamnagar
181,2,49512.0,66192.0,0.0,0.0,0.0,,89.64,14-01-1985,Part-Time Seasonal and Temporary (PST) Retirement Plan,ddu.ac.in,
182,20,34152.0,59976.0,0.0,1563.38,650.0,,2999.56,05-07-1965,2.00% @ 62,saurashtrauniversity.edu,Rajkot
183,19,22879.56,38749.56,0.0,0.0,2029.11,0.0,0.0,25-03-1981,,sdau.edu.in,
184,16,22879.56,38749.56,0.0,,5896.75,,0.0,23-11-1982,,www.nau.in,Navsari
185,20,22879.56,38749.56,0.0,,1674.0,0.0,0.0,18-02-1986,,saurashtrauniversity.edu,Rajkot
186,12,56124.0,70536.0,8881.47,0.0,250.0,,23510.64,22-01-1964,2.00% @ 55,iitram.ac.in,
187,5,62484.0,79848.0,1149.03,0.0,446.5,0.0,23510.64,09-09-1961,2.00% @ 60,ayurveduniversity.edu.in,Jamnagar
188,22,92088.0,292068.0,0.0,,138.0,0.0,19041.45,27-06-1984,2.00% @ 55,sggu.ac.in,Godhra
189,5,28079.4,41432.76,0.0,,0.0,,0.0,14-07-1975,,ayurveduniversity.edu.in,
190,8,22879.56,38749.56,0.0,0.0,38.5,,0.0,04-11-1964,,gtu.ac.in,Ahmedabad
191,5,49512.0,66192.0,0.0,0.0,0.0,,17631.72,27-11-1961,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar
192,6,49512.0,66192.0,0.0,0.0,0.0,,0.0,22-09-1953,Part-Time Seasonal and Temporary (PST) Retirement Plan,gfsu.edu.in,
193,9,49512.0,66192.0,0.0,,8613.92,,8542.49,25-11-1978,2.00% @ 55,gujaratuniversity.org.in,Ahmedabad
194,8,50148.0,71304.0,0.0,0.0,0.0,0.0,3990.15,08-11-1989,2.00% @ 55,gtu.ac.in,Ahmedabad
195,14,42048.0,59172.0,0.0,0.0,0.0,0.0,9869.32,14-09-1982,2.00% @ 62,www.mkbhavuni.edu.in,
196,12,59076.0,131088.0,0.0,,6812.0,0.0,23270.64,27-02-1967,2.00% @ 62,iitram.ac.in,Ahmedabad
197,1,22879.56,38749.56,0.0,0.0,4955.14,,0.0,12-06-1979,,www.bknmu.edu.in,Junagadh
198,0,22879.56,38749.56,0.0,0.0,0.0,,0.0,04-07-1961,Part-Time Seasonal and Temporary (PST) Retirement Plan,www.aau.in,
199,5,22879.56,38749.56,0.0,0.0,294.0,0.0,0.0,17-02-1951,,ayurveduniversity.edu.in,
200,14,85188.0,150792.0,0.0,0.0,13440.0,0.0,17631.72,25-04-1954,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
201,8,85188.0,150792.0,0.0,,0.0,0.0,22710.84,20-03-1962,2.00% @ 55,gtu.ac.in,Ahmedabad
202,16,22879.56,38749.56,0.0,0.0,5773.0,0.0,0.0,25-06-1952,,www.nau.in,Navsari
203,2,49512.0,66192.0,0.0,0.0,464.32,0.0,105.38,23-01-1966,2.00% @ 62,ddu.ac.in,Nadiad
204,16,97968.0,173388.0,0.0,0.0,1293.0,,23270.64,26-06-1968,2.00% @ 55,www.nau.in,Navsari
205,5,31200.0,53496.0,0.0,0.0,622.68,,8551.73,17-06-1952,2.00% @ 62,ayurveduniversity.edu.in,Jamnagar
206,14,39456.0,73944.0,0.0,0.0,642.63,0.0,17631.72,23-06-1972,2.00% @ 55,www.mkbhavuni.edu.in,Bhavnagar
207,20,59076.0,131088.0,0.0,0.0,0.0,,9319.08,20-11-1968,2.00% @ 55,saurashtrauniversity.edu,Rajkot
208,2,22879.56,38749.56,0.0,0.0,6244.7,0.0,0.0,25-11-1976,,ddu.ac.in,Nadiad
209,9,22879.56,38749.56,0.0,0.0,2430.41,,0.0,08-08-1965,,gujaratuniversity.org.in,Ahmedabad
210,19,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,11-04-1966,Part-Time Seasonal and Temporary (PST) Retirement Plan,sdau.edu.in,Palanpur
211,13,52464.0,125736.0,0.0,0.0,650.0,,9319.08,26-01-1981,2.00% @ 55,kskvku.digitaluniversity.ac,Bhuj
212,18,22879.56,38749.56,0.0,0.0,264.0,0.0,0.0,12-06-1966,,spuvvn.edu,Vallabh Vidhyanagar
213,20,22879.56,38749.56,0.0,0.0,1705.75,0.0,0.0,01-02-1951,,saurashtrauniversity.edu,Rajkot
214,12,22879.56,38749.56,0.0,0.0,1501.5,0.0,0.0,04-10-1952,,iitram.ac.in,Ahmedabad
215,12,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,07-08-1959,,iitram.ac.in,Ahmedabad
